sentence_id,year,month,year_month,source,period,sentence,sentiment_label,sentiment_score,confidence
00193,2016,10,2016-10,bbc_news_tv,control,"if and when we get them, we will bring the dose.",neutral,0,0.0
00194,2016,10,2016-10,bbc_news_tv,control,"as i said this at conference, after the 2008 banking crisis, the recovery is benefiting the people at the top and their share of the pie is growing but those workers on medium wages and those in small businesses are not benefiting from the turnaround in the economy and we have to make sure that their interests are at the forefront of our discussions in parliament.",positive,1,0.6428
00195,2016,09,2016-09,bbc_news_tv,control,"they will discuss measures to protect hundreds of types of plants and animals, as our correspondent, alastair leithead, reports.",positive,1,0.3818
00196,2016,09,2016-09,bbc_news_tv,control,part of aberdeen dose to freezing.,negative,-1,0.1027
00197,2016,09,2016-09,bbc_news_tv,control,outpatient clinics will be held in the new building at guy’s and thomas’s hospital-,neutral,0,0.0
00198,2016,09,2016-09,bbc_news_tv,control,in the 19605 when he was at the peak of his powers he got the open.,neutral,0,0.0
00199,2016,09,2016-09,bbc_news_tv,control,just some rain close to the border just some rain dose to the border in the just some rain close to the border in the south.,neutral,0,0.0
00200,2016,09,2016-09,bbc_news_tv,control,outpatient clinics will be held in the new building at guy’s and thomas’s hospital-,neutral,0,0.0
00201,2016,09,2016-09,bbc_news_tv,control,"they will discuss measures to protect hundreds of types of plants and animals, as our correspondent, alastair leithead, reports.",positive,1,0.3818
00202,2016,09,2016-09,bbc_news_tv,control,experts say the cost could put the future of the health service in danger.,negative,-1,0.5267
00203,2016,09,2016-09,bbc_news_tv,control,"the thing about deprivation and people that live in deprived towns is that standard public health messages, theyjust don’t work.",negative,-1,0.7096
00204,2016,09,2016-09,bbc_news_tv,control,"as an example of the positive aspects that run the of the positive aspects that the way, a short of the positive aspects that run the way, a short way down the peninsulas, we have the hill houston business, the business park.",positive,1,0.8957
00205,2016,09,2016-09,bbc_news_tv,control,"grab your umbrella, at healthy dose of mourning optimism as well.",positive,1,0.6597
00206,2016,09,2016-09,bbc_news_tv,control,they are going to discuss measures to protect hundreds of plants and animals.,positive,1,0.3818
00207,2016,09,2016-09,bbc_news_tv,control,outpatient clinics will be held in the new building at guy’s and thomas’s hospital-,neutral,0,0.0
00208,2016,09,2016-09,bbc_news_tv,control,outpatient clinics will be held in the new building at guy’s and thomas’s hospital-,neutral,0,0.0
00209,2016,09,2016-09,bbc_news_tv,control,"it could take up to 12 days to excavate this site, very close to kos town on the island of dose to kos town on the island of kos in close to kos town on the island of kos in greece.",neutral,0,0.0
00210,2016,09,2016-09,bbc_news_tv,control,experts said the costs could put the future of the health service in danger.,negative,-1,0.5267
00211,2016,09,2016-09,bbc_news_tv,control,"the thing about deprivation and people that live in deprived towns is that standard public health messages, they just don’t work.",negative,-1,0.7096
00212,2016,09,2016-09,bbc_news_tv,control,namibia and zimbabwe are seeking to ease restrictions that prevent the sale of ivory.,positive,1,0.3818
00213,2016,09,2016-09,bbc_news_tv,control,illegal ivory trade is at a peak since the ban back in 1989.,negative,-1,0.802
00214,2016,09,2016-09,bbc_news_tv,control,but those measures are not working well enough.,negative,-1,0.3007
00215,2016,09,2016-09,bbc_news_tv,control,"he mentioned the ban started in 1989, are we in a positive case with are we in a positive rase with regards to are we in a positive case with regards to this or is there still as much work to be done as ever?",positive,1,0.802
00216,2016,09,2016-09,bbc_news_tv,control,"as i say, are indications of illegal ivory trade suggests a peak of trade going on.",negative,-1,0.5574
00217,2016,09,2016-09,bbc_news_tv,control,"a lot is being done, the countries have agreed a whole set of measures, there are lots of agencies involved like the office on drugs involved like the office on and crime, involved like the office on drugs and crime, interpol.",positive,1,0.1531
00218,2016,09,2016-09,bbc_news_tv,control,"there are new players at the table dealing with anti-corruption measures, trying to follow the money in terms of cracking down on the international syndicates that this business.",neutral,0,0.0
00219,2016,09,2016-09,bbc_news_tv,control,do you want to come in close on this one want to come in dose on this one,positive,1,0.1531
00220,2017,04,2017-04,bbc_news_tv,control,"the last several months in the war as we occupied portions of germany and france that had been occupied, we ran into examples of crimes of all kinds, the most obvious ones, what we called the allied flyer cases, very little is known about that.",negative,-1,0.5994
00221,2017,04,2017-04,bbc_news_tv,control,it was part of our first war crimes cases so i had that kind of experience with me when i left the army.,negative,-1,0.5994
00222,2017,04,2017-04,bbc_news_tv,control,"20 bodies were brought to hospital late last night, after four people managed to escape and raised the alarm.",negative,-1,0.1779
00223,2017,04,2017-04,bbc_news_tv,control,our other top story this hour - a 17-year-old iranian kurd remains critically ill in hospital in london after he was attacked bya gang.,negative,-1,0.6124
00224,2017,04,2017-04,bbc_news_tv,control,it’s the first vote since her party swept to power a year ago and is seen as a test of the facto leader’s popularity after a bumpy first year in office.,positive,1,0.7003
00225,2017,04,2017-04,bbc_news_tv,control,but there are strict rules.,neutral,0,0.0
00226,2017,04,2017-04,bbc_news_tv,control,companies need permission to use a bit rules.,neutral,0,0.0
00227,2017,04,2017-04,bbc_news_tv,control,"playing in his final without having won at, he dug deep to keep a dose without having won at, he dug deep to keep a close on the second.",negative,-1,0.6365
00228,2017,04,2017-04,bbc_news_tv,control,how to keep a dose on the second.,neutral,0,0.0
00229,2017,04,2017-04,bbc_news_tv,control,the winner played near the peak of game to claim a third tour victory and secure the final berth to the masters teeing off on thursday at augusta national in georgia.,positive,1,0.8225
00230,2017,04,2017-04,bbc_news_tv,control,"up till now, we have been able to close nine of the 326 cases able to dose nine of the 326 cases of able to dose nine of the 326 rases of restoring able to close nine of the 326 cases of restoring family links.",positive,1,0.5267
00231,2017,04,2017-04,bbc_news_tv,control,the majority of cases since 2012.,neutral,0,0.0
00232,2017,04,2017-04,bbc_news_tv,control,the majority of cases are unsolved.,neutral,0,0.0
00233,2017,04,2017-04,bbc_news_tv,control,"we understand that there will be consequences for the of leaving the , we know that we will lose influence over the rules that affect the european economy.",negative,-1,0.4019
00234,2017,04,2017-04,bbc_news_tv,control,"we know that companies that trade with the will have to align with rules agreed by institutions of which we are no longer a part, just as we do in other overseas markets.",neutral,0,0.0258
00235,2017,04,2017-04,bbc_news_tv,control,the palace of westminster and surrounding area went into a security lockdown.,positive,1,0.34
00236,2017,04,2017-04,bbc_news_tv,control,"the people of my constituency have been horrified by these cases, and it is important for me to pay tribute to their response.",negative,-1,0.4767
00237,2017,04,2017-04,bbc_news_tv,control,election fever has swept through the house of lords as 27 hereditary peers vied fora seat in the upper house.,neutral,0,0.0
00238,2017,04,2017-04,bbc_news_tv,control,"what we are talking about here is the health service, schools, voluntary groups, and services for the most vulnerable in society.",negative,-1,0.2944
00239,2017,04,2017-04,bbc_news_tv,control,he said he was hopeful fora positive outcome from the talks.,positive,1,0.7845
00240,2017,04,2017-04,bbc_news_tv,control,"up to now, we have been able to close nine of the 326 cases of restoring family links.",positive,1,0.296
00241,2017,04,2017-04,bbc_news_tv,control,the majority of cases are unsolved.,neutral,0,0.0
00242,2017,04,2017-04,bbc_news_tv,control,"however, i sense that both in france and in germany, the surge of marine pen or the alternative has been capped, and whatever the long-term future, in the medium term there is confidence that emanuel krom will be french president and angela merkel will remain as chancellor.",positive,1,0.5106
