sentence_id,year,month,year_month,source,period,sentence,emotion,confidence
00147,2019,03,2019-03,bbc_news_tv,control,"witnesses, local reports say the driver was shutting out that he wanted to kill himself and he wanted to stop deaths at sea, this of course wanted to stop deaths at see, this of course in the background of italrs of course in the background of italy’s migrant crisis, at a time italrs migrant crisis, at a time when the italy’s migrant crisis, at a time when the populist government here has closed italrs ports to boats, has closed italy’s ports to boats, which have been trying to rescue migrants.",fear,0.566866
00148,2019,03,2019-03,bbc_news_tv,control,"the prime minister, jacinda ardern, as you 5“- prime minister, jacinda ardern, as you say, speaking here in new zealand in the past hour, saying that these measures, very strict measures, will in her words prevent an act of terror.",fear,0.980061
00149,2019,03,2019-03,bbc_news_tv,control,"the prime minister, jacinda ardern, as you say, speaking here in new zealand in the past hour, saying that these measures, very strict measures, will in her words, ""prevent an act of terror.",fear,0.992429
00150,2019,03,2019-03,bbc_news_tv,control,"the prime minister, jacinda ardern, as you say, speaking here in new zealand in the past hour, saying that these measures, very strict measures, will in her words, ""prevent an act of terror.",fear,0.992429
00151,2019,11,2019-11,bbc_news_tv,control,"it’s possible to condense it, there are certain rules about it, there are certain mles about when it, there are certain rules about when votes on queen speech are held and those votes helped - track tape is initiated.",neutral,0.730149
00152,2019,11,2019-11,bbc_news_tv,control,"if the government and mp5 are willing to change that, it are willing to change that, it might be that they can make a change might be that they ran make a change to the might be that they can make a change to the rules temporarily in order to to the mles temporarily in order to condense to the rules temporarily in order to condense things.",neutral,0.933889
00153,2019,11,2019-11,bbc_news_tv,control,this congregation feels the migrants“ this congregation feels the migrants’ deaths more keenly than migrants“ deaths more keenly than most.,sadness,0.61181
00154,2019,10,2019-10,bbc_news_tv,control,"given that the are still sounding pretty negative about this, i am told that nigel dodds was seen with the prime minister 3 short with the prime minister a short while ago, with the prime minister 3 short while ago, but so far they are whila ago, but so far they are pretty while ago, but so far they are pretty negative.",neutral,0.445834
00155,2019,10,2019-10,bbc_news_tv,control,now this setback effectively rules out no deal and requires him mles out no deal and requires him to send a rules out no deal and requires him to send a letter he said he would never send.,anger,0.43197
00156,2019,09,2019-09,bbc_news_tv,control,"now, the first time i had breast cancer it was triple negative, but in those days it wasn’t even called triple negative, theyjust called it invasive cancer.",fear,0.425535
00157,2019,12,2019-12,bbc_news_tv,covid,"but they say they have rules in place through financial mles in place through financial fair play rules in place through financial fair play system which they uphold, they have already find one club, they have already find one dub, birmingham they have already find one club, birmingham city, and they are looking at sheffield wednesday at the moment, but sheffield wednesday say they haven’t done anything wrong.",neutral,0.869043
00158,2019,12,2019-12,bbc_news_tv,covid,the say they have these rules and they uphold them and they mles and they uphold them and they vigorously rules and they uphold them,neutral,0.598336
00159,2019,12,2019-12,bbc_news_tv,covid,"and what will happen after this is that the judges will go away and deliberate and in previous cases deliberate and in previous rases like this, deliberate and in previous cases like this, it’s taken about 19 days for them to come back with the decision.",neutral,0.887544
00160,2019,12,2019-12,bbc_news_tv,covid,"what will happen after this is the judges will go away and deliberate and in previous cases deliberate and in previous rases like this, deliberate and in previous cases like this, it’s taken about 19 days for them to come back with a decision.",neutral,0.90524
00161,2020,04,2020-04,bbc_news_tv,covid,the headlines ministers promise to test care home residents and staff in england with covid-19 symptoms.,neutral,0.460042
00162,2020,04,2020-04,bbc_news_tv,covid,the government pledge comes after weeks of calls for action from charities - who claim the virus is ‘running wild’ in care homes.,fear,0.541156
00163,2020,04,2020-04,bbc_news_tv,covid,"nearly a thousand people have now died in scotland after testing positive for coronavirus, a quarter of them in care homes.",sadness,0.637635
00164,2020,04,2020-04,bbc_news_tv,covid,under-pressure businesses claim coronavirus loans are being approved too slowly - if at all - as firms hit by lockdown measures struggle to survive.,neutral,0.463233
00165,2020,04,2020-04,bbc_news_tv,covid,and with many victims of covid-19 dying without their loved-ones at their side - we’ll hear about the human cost to friends and families left behind.,sadness,0.945785
00166,2020,04,2020-04,bbc_news_tv,covid,after weeks of asking - care providers are being promised testing for all care home residents and staff in england with covid-19 symptoms.,neutral,0.773314
00167,2020,04,2020-04,bbc_news_tv,covid,"the government has confirmed there have been coronavirus outbreaks in more than 2,000 care homes, although it is not known yet just how many residents have died, because they are not included in the official daily figures.",neutral,0.411425
00168,2020,04,2020-04,bbc_news_tv,covid,"but behind the doors of care homes like this one in liverpool, the consequences of the virus are devastating.",fear,0.673764
